Title,Rank,Artist,URL,Trend,Streams,Streams increase since last release,Weeks in top 200,Consecutive weeks in top 200,Best rank,Prior rank,Rank change,Up or down,Song rank in next top 200 release,Streams in next release,In next release
Potential (feat. Lil Uzi Vert & Young Dolph),76,Gucci Mane,https://open.spotify.com/track/1CiR9MK8zVPKtGrHe4LFPb,MOVE_DOWN,"356,624","-63,319",2,2,65,65,11,-1,101,273909,1
Tap (feat. Meek Mill),78,NAV,https://open.spotify.com/track/5rU6kDNXZLXIinFezpbWbO,MOVE_UP,"354,530","-12,070",49,44,66,84,-6,1,74,321015,1
Beautiful Crazy,97,Luke Combs,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde,MOVE_UP,"318,516","-8,589",341,153,54,107,-10,1,86,298077,1
Meant to Be (feat. Florida Georgia Line),122,Bebe Rexha,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,MOVE_UP,"280,911","-13,367",363,179,40,125,-3,1,117,254716,1
Noticed,151,Lil Mosey,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP,MOVE_UP,"252,450","-14,689",247,247,21,155,-4,1,145,236521,1
changes,178,XXXTENTACION,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,MOVE_UP,"224,837","-16,697",460,14,4,180,-2,1,166,212438,1
Te Robaré,182,"Nicky Jam, Ozuna",https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,NEW_ENTRY,"223,000","123,000",57,1,160,201,-19,1,185,198531,1
Please Me,189,"Cardi B, Bruno Mars",https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN,MOVE_UP,"216,583","-6,426",128,128,10,198,-9,1,192,192106,1
Racks in the Middle (feat. Roddy Ricch and Hit-Boy),190,Nipsey Hussle,https://open.spotify.com/track/6ya8ejoKgw906Y8LWclqrp,MOVE_UP,"215,713","-5,814",82,15,21,200,-10,1,189,195036,1
Eyes On You,191,Chase Rice,https://open.spotify.com/track/5AnSllIrgGsCZzZJkVnApx,NEW_ENTRY,"214,680","114,680",67,1,149,201,-10,1,181,203187,1
Money In The Grave (Drake ft. Rick Ross),2,Drake,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,SAME_POSITION,"1,600,050","-235,734",9,9,1,2,0,0,2,1698879,1
EARFQUAKE,14,"Tyler, The Creator",https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,SAME_POSITION,"798,845","-77,386",38,38,1,14,0,0,14,837049,1
"Go Loko (feat. Tyga, Jon Z)",20,YG,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD,MOVE_UP,"599,878","-57,145",31,31,14,23,-3,1,22,618591,1
Only Human,27,Jonas Brothers,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,MOVE_DOWN,"516,659","-84,825",17,17,6,26,1,-1,27,571396,1
Better,44,Khalid,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,MOVE_UP,"412,214","-36,444",240,240,8,45,-1,1,40,452840,1
Eastside (with Halsey & Khalid),53,benny blanco,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,MOVE_DOWN,"381,330","-47,126",199,199,21,51,2,-1,53,404997,1
Homicide (feat. Eminem),87,Logic,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd,MOVE_DOWN,"295,753","-35,239",45,45,2,85,2,-1,85,317011,1
La La Land (feat. YG),112,Bryce Vine,https://open.spotify.com/track/3TpBefRZ1vFcOH6z57PQRI,MOVE_UP,"258,422","-31,326",24,24,105,115,-3,1,104,289517,1
Talk You Out Of It,163,Florida Georgia Line,https://open.spotify.com/track/4qQwGRtGT7l6ckQtdPEFd4,MOVE_UP,"213,675","-9,619",39,2,140,181,-18,1,169,222799,1
One Thing Right,19,"Marshmello, Kane Brown",https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4,MOVE_UP,"671,836","88,164",4,4,17,23,-4,1,19,668350,1
Lalala,25,"Y2K, bbno$",https://open.spotify.com/track/07rmSXN6vNoquX1AsWd9pP,MOVE_UP,"594,176","83,255",9,9,25,29,-4,1,27,569210,1
Murder On My Mind,38,YNW Melly,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,MOVE_DOWN,"459,665","16,753",272,181,4,37,1,-1,38,458704,1
Mother's Daughter,58,Miley Cyrus,https://open.spotify.com/track/2WyRfGeHo97VC5mP1BBSzr,MOVE_UP,"368,883","39,355",25,25,9,66,-8,1,61,363310,1
Who Do You Love,171,"The Chainsmokers, 5 Seconds of Summer",https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN,MOVE_UP,"217,317","20,905",54,54,64,188,-17,1,172,220722,1
In My Feelings,183,Drake,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,MOVE_DOWN,"207,814","-3,010",320,14,1,169,14,-1,189,208173,1
Close Friends (Lil Baby & Gunna),187,Lil Baby,https://open.spotify.com/track/5nzhL67GpF9szXWg5y509A,NEW_ENTRY,"206,266","106,266",196,1,41,201,-14,1,192,206778,1
Suge,11,DaBaby,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,MOVE_UP,"903,053","-5,354",88,88,3,12,-1,1,12,911160,1
Mother's Daughter,61,Miley Cyrus,https://open.spotify.com/track/2WyRfGeHo97VC5mP1BBSzr,MOVE_DOWN,"363,310","-5,573",26,26,9,58,3,-1,59,369112,1
Mixed Personalities (feat. Kanye West),62,YNW Melly,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL,SAME_POSITION,"361,991",458,158,158,12,62,0,0,66,362520,1
i'm so tired...,89,"Lauv, Troye Sivan",https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,MOVE_DOWN,"311,620",-31,152,152,22,88,1,-1,92,316752,1
Moonlight,94,XXXTENTACION,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,MOVE_DOWN,"306,401","-5,171",467,467,2,89,5,-1,97,305736,1
Jocelyn Flores,96,XXXTENTACION,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,MOVE_DOWN,"302,855","-4,045",670,670,2,94,2,-1,98,299704,1
Mad Love,130,Mabel,https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD,MOVE_DOWN,"258,151","-5,000",18,9,92,123,7,-1,119,275484,1
HUMBLE.,139,Kendrick Lamar,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,MOVE_UP,"252,376","25,725",812,182,1,166,-27,1,139,255026,1
3 Nights,191,Dominic Fike,https://open.spotify.com/track/1tNJrcVe6gwLEiZCtprs1u,MOVE_UP,"207,047","5,060",88,2,40,196,-5,1,199,205021,1
Cross Me (feat. Chance the Rapper & PnB Rock),32,Ed Sheeran,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR,SAME_POSITION,"525,950","8,614",34,34,8,32,0,0,32,525711,1
bury a friend,43,Billie Eilish,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,SAME_POSITION,"447,318","1,773",90,90,4,43,0,0,44,444461,1
Out The Mud,51,"Lil Baby, Future",https://open.spotify.com/track/2wZjsbwmWfNVslgV5afl1L,MOVE_DOWN,"410,072","-6,470",6,6,41,48,3,-1,53,400236,1
Look Back at It,58,A Boogie Wit da Hoodie,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,MOVE_UP,"369,975","4,293",188,188,8,59,-1,1,58,372896,1
Dancing With A Stranger (with Normani),72,Sam Smith,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,MOVE_UP,"350,083","6,576",167,167,10,73,-1,1,71,353412,1
SLOW DANCING IN THE DARK,107,Joji,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,MOVE_DOWN,"292,455",510,234,176,37,102,5,-1,107,292591,1
Mad Love,119,Mabel,https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD,MOVE_UP,"275,484","17,333",19,10,92,130,-11,1,164,231337,1
Mo Bamba,126,Sheck Wes,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,MOVE_DOWN,"268,127","-1,513",265,265,1,120,6,-1,120,274093,1
GRoCERIES,155,"Chance the Rapper, TisaKorean, Murda Beatz",https://open.spotify.com/track/0yFvWTLs3iIwDbc91noXGT,MOVE_DOWN,"245,825",579,41,41,35,152,3,-1,159,242811,1
CIVIL WAR - Bonus,159,Russ,https://open.spotify.com/track/5tmu5pAFHkUSl8Fo8ncyA4,MOVE_DOWN,"240,148","-2,875",33,30,94,155,4,-1,161,235898,1
When It Rains It Pours,164,Luke Combs,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l,MOVE_UP,"230,919","9,754",313,21,110,170,-6,1,174,222425,1
In My Feelings,183,Drake,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,MOVE_UP,"213,214","5,041",322,16,1,189,-6,1,184,214564,1
Racks in the Middle (feat. Roddy Ricch and Hit-Boy),191,Nipsey Hussle,https://open.spotify.com/track/6ya8ejoKgw906Y8LWclqrp,MOVE_DOWN,"209,681","1,009",86,19,21,187,4,-1,191,211329,1
Panini,3,Lil Nas X,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r,SAME_POSITION,"1,573,297","-48,153",4,3,1,3,0,0,4,1604887,1
You Need To Calm Down,6,Taylor Swift,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS,SAME_POSITION,"1,133,758","16,367",14,14,1,6,0,0,9,1092836,1
Ransom,10,Lil Tecca,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,MOVE_DOWN,"954,669","-68,662",2,2,8,8,2,-1,10,1069262,1
Sanguine Paradise,30,Lil Uzi Vert,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN,SAME_POSITION,"542,406","-2,401",79,79,6,30,0,0,37,555956,1
Shotta Flow,47,NLE Choppa,https://open.spotify.com/track/4dAMdQ6g4kGmnc1MDHsg77,MOVE_DOWN,"430,269",-18,101,97,43,45,2,-1,57,454283,1
a lot,74,21 Savage,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,MOVE_UP,"351,331","3,695",189,189,2,75,-1,1,87,356720,1
On A Roll,76,Ashley O,https://open.spotify.com/track/56JyMaElW79S7TDWh1Zw1m,MOVE_UP,"339,529","4,884",13,13,76,77,-1,1,58,451415,1
La La Land (feat. YG),95,Bryce Vine,https://open.spotify.com/track/3TpBefRZ1vFcOH6z57PQRI,MOVE_UP,"309,878","1,729",28,28,95,96,-1,1,114,315863,1
Find U Again (feat. Camila Cabello),105,Mark Ronson,https://open.spotify.com/track/5Uw7Dut2lZfexn3Y09swpf,MOVE_DOWN,"295,795","-1,520",7,7,98,101,4,-1,139,290897,1
I Like Me Better,121,Lauv,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,MOVE_UP,"273,280","3,829",386,184,75,124,-3,1,154,271136,1
Be Alright,149,Dean Lewis,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,MOVE_UP,"250,626","2,518",51,51,87,151,-2,1,186,245465,1
Love Me Less (feat. Quinn XCII),151,MAX,https://open.spotify.com/track/2tOOcDDYkh0PSjr6GwPEAJ,MOVE_DOWN,"248,907",727,53,53,61,150,1,-1,180,248101,1
Body Like A Back Road,167,Sam Hunt,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO,MOVE_DOWN,"229,832","-5,779",577,6,12,160,7,-1,191,240533,1
Te Robaré,186,"Nicky Jam, Ozuna",https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,SAME_POSITION,"214,149","1,727",62,6,160,186,0,0,201,100000,0
Racks in the Middle (feat. Roddy Ricch and Hit-Boy),191,Nipsey Hussle,https://open.spotify.com/track/6ya8ejoKgw906Y8LWclqrp,SAME_POSITION,"211,329","1,648",87,20,21,191,0,0,201,100000,0
Close Friends (Lil Baby & Gunna),195,Lil Baby,https://open.spotify.com/track/5nzhL67GpF9szXWg5y509A,MOVE_UP,"208,934","2,256",199,4,41,196,-1,1,201,100000,0
One Thing Right,23,"Marshmello, Kane Brown",https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4,MOVE_DOWN,"709,676","14,028",8,8,17,19,4,-1,20,682997,1
Old Town Road,45,Lil Nas X,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,MOVE_DOWN,"513,551","4,437",102,4,1,35,10,-1,37,523069,1
wish you were gay,81,Billie Eilish,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,MOVE_DOWN,"366,479",440,92,92,2,63,18,-1,83,340303,1
rockstar (feat. 21 Savage),95,Post Malone,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,MOVE_DOWN,"342,273","8,080",428,428,7,78,17,-1,85,335548,1
Focus (feat. 21 Savage),116,Bazzi,https://open.spotify.com/track/12iDo4Kdw9vA2X1lN3UTVu,MOVE_DOWN,"314,654","-2,425",15,15,35,89,27,-1,115,293921,1
Jocelyn Flores,129,XXXTENTACION,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,MOVE_DOWN,"300,000",-935,673,673,2,100,29,-1,123,283613,1
Youngblood,144,5 Seconds of Summer,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,MOVE_DOWN,"284,584",118,378,185,12,114,30,-1,140,264959,1
OPEN UP,147,Daniel Caesar,https://open.spotify.com/track/4QTwWQDW89udp0JDO2lmPI,NEW_ENTRY,"278,167","178,167",1,1,147,201,-54,1,201,100000,0
Leave Me Alone,160,Flipp Dinero,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,MOVE_DOWN,"267,468",412,297,297,10,127,33,-1,146,256433,1
Fuck Love (feat. Trippie Redd),162,XXXTENTACION,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,MOVE_DOWN,"265,507","1,281",673,673,5,131,31,-1,153,251681,1
All Girls Are The Same,163,Juice WRLD,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,MOVE_DOWN,"264,006",745,200,200,62,132,31,-1,152,253021,1
Here With Me,166,"Marshmello, CHVRCHES",https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,MOVE_DOWN,"262,321","1,795",113,113,15,133,33,-1,164,243459,1
Lost,187,"Chance the Rapper, Noname",https://open.spotify.com/track/5v2ePUTZiv1mPDCD1nSbfF,NEW_ENTRY,"244,472","144,472",1,1,187,201,-14,1,201,100000,0
If I Can't Have You,26,Shawn Mendes,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz,MOVE_UP,"602,359","-60,195",58,58,3,27,-1,1,26,547440,1
Faucet Failure,94,Ski Mask The Slump God,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN,MOVE_UP,"323,639","-4,349",207,186,25,106,-12,1,83,299615,1
Heaven,106,Avicii,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ,MOVE_DOWN,"301,432","-40,625",23,23,12,96,10,-1,102,270030,1
COMO UN BEBÉ,122,"J Balvin, Bad Bunny, Mr Eazi",https://open.spotify.com/track/7knLcYCOSaURD0d7HUULFM,MOVE_DOWN,"285,482","-112,594",2,2,71,71,51,-1,199,195278,1
Wake Up in the Sky,149,"Gucci Mane, Bruno Mars, Kodak Black",https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,MOVE_UP,"254,778","-7,717",205,205,11,165,-16,1,146,233257,1
On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),157,Mustard,https://open.spotify.com/track/3O7lxdQoe1aNWs93VSHsJg,MOVE_DOWN,"251,050","-46,464",2,2,131,131,26,-1,183,203007,1
Never Really Over,24,Katy Perry,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,MOVE_DOWN,"568,967","-71,716",31,31,10,23,1,-1,24,656584,1
Old Town Road,33,Lil Nas X,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,MOVE_UP,"477,233","-45,836",104,6,1,37,-4,1,33,551337,1
when the party's over,39,Billie Eilish,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,MOVE_UP,"448,994","-31,369",94,94,5,43,-4,1,38,497880,1
Paradise,61,Bazzi,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG,MOVE_DOWN,"361,138","-50,758",87,87,18,53,8,-1,62,393915,1
Act Up,85,City Girls,https://open.spotify.com/track/3A2yGHWIzmGEIolwonU69h,MOVE_UP,"296,325","-29,139",87,87,61,92,-7,1,97,305112,1
I Think I'm OKAY (with YUNGBLUD & Travis Barker),121,Machine Gun Kelly,https://open.spotify.com/track/6bWBLZLBRQEJ5KsLicouNB,MOVE_UP,"253,217","-26,904",24,24,78,127,-6,1,98,304964,1
Fuck Love (feat. Trippie Redd),138,XXXTENTACION,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,MOVE_UP,"239,210","-12,471",675,675,5,153,-15,1,137,258670,1
UN PESO,152,"J Balvin, Bad Bunny, Marciano Cantero",https://open.spotify.com/track/7hynhxDoDpgMIV12JuVtNa,MOVE_DOWN,"226,206","-103,693",3,3,53,89,63,-1,171,229997,1
Talk You Out Of It,174,Florida Georgia Line,https://open.spotify.com/track/4qQwGRtGT7l6ckQtdPEFd4,MOVE_UP,"208,063","-16,857",46,9,140,186,-12,1,176,225294,1
Slime Belief,179,YoungBoy Never Broke Again,https://open.spotify.com/track/2qGfZAgDe1pV2y5xJAhi6R,MOVE_UP,"206,055","-18,493",127,73,138,188,-9,1,177,224458,1
Swervin (feat. 6ix9ine),29,A Boogie Wit da Hoodie,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,SAME_POSITION,"574,192","61,724",193,193,6,29,0,0,26,630676,1
SAD!,75,XXXTENTACION,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,MOVE_DOWN,"348,154","24,934",473,473,1,69,6,-1,72,349277,1
Goin Baby,88,DaBaby,https://open.spotify.com/track/3WyRgi8CzQnhzO0xw79tTS,MOVE_DOWN,"316,996","22,460",74,74,59,87,1,-1,90,319067,1
GRoCERIES,106,"Chance the Rapper, TisaKorean, Murda Beatz",https://open.spotify.com/track/0yFvWTLs3iIwDbc91noXGT,MOVE_DOWN,"295,279","25,167",46,46,35,101,5,-1,119,286311,1
LOVE AGAIN,122,"Daniel Caesar, Brandy",https://open.spotify.com/track/2fhePAlCSsJplwkjqMYpVm,MOVE_DOWN,"279,900","10,481",4,4,42,103,19,-1,148,251613,1
Rescue Me,125,OneRepublic,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM,MOVE_UP,"273,851","46,679",46,46,51,151,-26,1,125,278608,1
Tequila,136,Dan + Shay,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y,MOVE_UP,"258,741","19,912",365,188,55,139,-3,1,138,261356,1
That's a Rack,155,Lil Uzi Vert,https://open.spotify.com/track/4pCEIQ6wBVuaJdER5bALtO,MOVE_DOWN,"243,729","18,857",83,83,33,153,2,-1,158,243673,1
No Me Conoce - Remix,168,"Jhay Cortez, J Balvin, Bad Bunny",https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,MOVE_DOWN,"232,248","13,067",20,20,160,160,8,-1,166,236526,1
Nice For What,187,Drake,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw,MOVE_DOWN,"218,078","10,824",342,21,10,177,10,-1,181,224952,1
bad guy,6,Billie Eilish,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,SAME_POSITION,"1,161,534","1,255",96,96,1,6,0,0,5,1204420,1
Rodeo,9,"Lil Nas X, Cardi B",https://open.spotify.com/track/4ak7xjvBeBOcJGWFDX9w5n,SAME_POSITION,"1,074,675","15,426",11,9,7,9,0,0,10,1045071,1
Sucker,32,Jonas Brothers,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,MOVE_UP,"551,878","7,448",26,26,10,35,-3,1,31,554649,1
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),42,Martin Garrix,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM,MOVE_DOWN,"494,712","5,520",64,62,27,40,2,-1,42,506155,1
Leave Me Alone,146,Flipp Dinero,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,MOVE_DOWN,"255,545",-875,301,301,10,142,4,-1,144,264169,1
bellyache,184,Billie Eilish,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,MOVE_DOWN,"222,220",77,242,189,39,179,5,-1,185,229289,1
changes,187,XXXTENTACION,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,MOVE_DOWN,"219,225",695,468,3,4,186,1,-1,190,221463,1
Sucker,31,Jonas Brothers,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,MOVE_UP,"554,649","2,771",27,27,10,32,-1,1,34,514756,1
Lucid Dreams,58,Juice WRLD,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,MOVE_DOWN,"411,922","4,844",205,205,11,57,1,-1,62,374137,1
bury a friend,59,Billie Eilish,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,SAME_POSITION,"411,588","9,626",97,97,4,59,0,0,65,365056,1
Youngblood,119,5 Seconds of Summer,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,MOVE_UP,"292,672","7,238",383,190,12,120,-1,1,133,264763,1
Find U Again (feat. Camila Cabello),127,Mark Ronson,https://open.spotify.com/track/5Uw7Dut2lZfexn3Y09swpf,MOVE_DOWN,"283,694","-15,806",13,13,98,105,22,-1,168,237555,1
All Girls Are The Same,143,Juice WRLD,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,MOVE_DOWN,"264,687","2,768",205,205,62,137,6,-1,172,237164,1
idontwannabeyouanymore,149,Billie Eilish,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu,MOVE_UP,"259,256","9,662",209,209,40,153,-4,1,186,230807,1
That's a Rack,163,Lil Uzi Vert,https://open.spotify.com/track/4pCEIQ6wBVuaJdER5bALtO,MOVE_DOWN,"245,885","2,212",85,85,33,158,5,-1,193,224603,1
Ric Flair Drip (& Metro Boomin),164,Offset,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,MOVE_DOWN,"245,645","4,488",610,190,4,160,4,-1,187,229885,1
Heaven,199,Kane Brown,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7,NEW_ENTRY,"214,237","114,237",347,1,51,201,-2,1,201,100000,0
It's You,19,Ali Gatie,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq,MOVE_DOWN,"673,083","-113,260",21,21,15,16,3,-1,26,619647,1
MIDDLE CHILD,28,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,SAME_POSITION,"561,181","-41,313",162,162,1,28,0,0,19,727422,1
Party In The U.S.A.,33,Miley Cyrus,https://open.spotify.com/track/3E7dfMvvCLUddWissuqMwr,NEW_ENTRY,"522,110","422,110",1,1,33,201,-168,1,73,371428,1
Only Human,40,Jonas Brothers,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,MOVE_DOWN,"480,862","-52,576",28,28,6,34,6,-1,45,461793,1
Callaita,44,"Bad Bunny, Tainy",https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,MOVE_UP,"467,438","19,673",35,35,37,50,-6,1,53,442126,1
Lucid Dreams,62,Juice WRLD,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,MOVE_DOWN,"374,137","-37,785",206,206,11,58,4,-1,80,357891,1
Envy Me,64,Calboy,https://open.spotify.com/track/7rvyVWja33WG9R97oeJAjx,MOVE_DOWN,"366,030","-27,237",35,35,24,63,1,-1,86,337887,1
Robbery,68,Juice WRLD,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,MOVE_DOWN,"356,855","-41,428",119,119,2,62,6,-1,84,341468,1
Fortunate Son,89,Creedence Clearwater Revival,https://open.spotify.com/track/4BP3uh0hFLFRb5cjsgLqDh,NEW_ENTRY,"320,927","220,927",3,1,89,201,-112,1,201,100000,0
Easier,111,5 Seconds of Summer,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ,MOVE_DOWN,"283,725","-46,379",42,42,18,89,22,-1,118,288356,1
MEGATRON,117,Nicki Minaj,https://open.spotify.com/track/1ZDmxwg7Lywlx68b7SsJjj,MOVE_UP,"279,730","-4,439",14,14,21,126,-9,1,148,251249,1
Wake Up in the Sky,161,"Gucci Mane, Bruno Mars, Kodak Black",https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,MOVE_DOWN,"243,785","-11,988",210,210,11,151,10,-1,177,226010,1
Talk You Out Of It,188,Florida Georgia Line,https://open.spotify.com/track/4qQwGRtGT7l6ckQtdPEFd4,MOVE_DOWN,"229,204","-10,008",50,13,140,171,17,-1,201,100000,0
I Don't Know About You,200,Chris Lane,https://open.spotify.com/track/3yOs8FffuG6hPbzQG9lIqV,MOVE_DOWN,"218,961","-3,532",3,2,186,186,14,-1,201,100000,0
Panini,3,Lil Nas X,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r,SAME_POSITION,"1,421,759","17,885",12,11,1,3,0,0,3,1346289,1
Truth Hurts,5,Lizzo,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh,MOVE_DOWN,"1,222,756","-11,845",64,64,4,4,1,-1,5,1217442,1
It's You,26,Ali Gatie,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq,MOVE_DOWN,"619,647","-53,436",22,22,15,19,7,-1,27,604504,1
Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy),64,Dreamville,https://open.spotify.com/track/4nw0S8MtvcLSpXCS9M8ciL,NEW_ENTRY,"392,825","292,825",1,1,64,201,-137,1,81,336578,1
Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),85,Dreamville,https://open.spotify.com/track/7wTA0NKIm6T7nP2kaymU2a,NEW_ENTRY,"338,566","238,566",1,1,85,201,-116,1,97,306330,1
i'm so tired...,153,"Lauv, Troye Sivan",https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,MOVE_DOWN,"246,456","-15,932",162,162,22,137,16,-1,144,247670,1
Congratulations,161,"Post Malone, Quavo",https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,MOVE_UP,"236,892",-525,912,192,5,170,-9,1,154,238966,1
God's Plan,163,Drake,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,MOVE_DOWN,"235,403","-17,244",351,351,15,147,16,-1,162,233220,1
XO Tour Llif3,170,Lil Uzi Vert,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,MOVE_DOWN,"229,928","-11,926",680,680,2,163,7,-1,163,233084,1
All Girls Are The Same,181,Juice WRLD,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,MOVE_DOWN,"223,809","-13,355",207,207,62,172,9,-1,159,234802,1
Armed And Dangerous,189,Juice WRLD,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,MOVE_DOWN,"220,666","-11,847",208,208,17,183,6,-1,175,221890,1
Robbery,71,Juice WRLD,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,MOVE_UP,"355,032","13,564",121,121,2,84,-13,1,58,349663,1
Beer Never Broke My Heart,82,Luke Combs,https://open.spotify.com/track/5eDvChP4WAPPrtaQeI9MhT,MOVE_UP,"334,184","6,036",60,60,32,89,-7,1,77,308616,1
Sanctuary,111,Joji,https://open.spotify.com/track/3xaugmCyXrVkrDTXbFkMW3,MOVE_DOWN,"287,203","-11,140",23,23,17,110,1,-1,98,277157,1
